Flight Number,Flight Departure Date,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Aircraft Payload,Available Payload,Maximum Zero Fuel Weight (Kgs),Actual Zero Fuel Weight (Kgs),Take Off Fuel,Maximum Take Off Weight (Kgs),Actual Take Off Weight (Kgs),Trip Fuel Leg,Maximum Landing Weight (Kgs),Actual Landing Weight (Kgs),First Class Flown Passenger,Business Class Flown Passenger,Economy Class Flown Passenger,Total Male,Total Female,Total Children,Total Infants,Total Passenger Weight (Kgs),Total Compartment Weight (Kgs),Total Baggage Weight Leg (Kgs),Total Cargo Weight Leg (Kgs),Total Mail Weight Leg (Kgs),Total Engg Weight Leg (Kgs),Dry Operating Weight (Kgs),Cockpit Crew Count,Cabin Crew Count,First Class Non Revenue Passenger,Business Class Non Revenue Passenger,Economy Class Non Revenue Passenger,Dom Intl Flag
9I0506,22/07/2019,VTRKL,COK,BLR,4447,6819,21000,18228,2400,23000,20628,957,22350,19671,0,0,53,31,17,5,1,3860,587,547,0,0,0,13781,2,2,0,0,2,D
9I0506,23/07/2019,VTRKL,AGX,COK,5134,2196,21000,16062,2200,21200,18262,720,22350,17542,0,0,26,19,7,0,1,1960,236,236,0,0,0,13866,2,3,0,0,0,D
9I0506,23/07/2019,VTRKL,COK,BLR,5268,6719,21000,19049,2500,23000,21549,957,22350,20592,0,0,64,45,16,3,1,4690,578,568,10,0,0,13781,2,2,0,0,0,D
9I0506,24/07/2019,VTRKL,AGX,COK,1499,5234,21000,15365,2200,21300,17565,720,22350,16845,0,0,18,16,2,0,0,1350,149,158,4,0,0,13866,2,3,0,0,0,D
9I0506,24/07/2019,VTRKL,COK,BLR,4696,6819,21000,18477,2400,23000,20877,957,22350,19920,0,0,56,38,17,1,4,4200,496,496,0,0,0,13781,2,2,0,0,0,D
9I0506,25/07/2019,VTRKL,AGX,COK,1639,5234,21000,15505,2100,21200,17605,719,22350,16886,0,0,19,18,1,0,0,1500,139,93,0,6,0,13866,2,3,0,0,0,D
9I0506,25/07/2019,VTRKL,COK,BLR,3852,6819,21000,17633,2400,23000,20033,957,22350,19076,0,0,48,28,15,5,0,3475,377,377,0,0,0,13781,2,2,0,0,0,D
9I0506,26/07/2019,VTRKL,AGX,COK,5375,1850,21000,15716,2100,21341,17816,719,22350,17097,0,0,23,15,7,1,0,1685,165,156,0,9,0,13866,2,3,0,0,0,D
9I0506,26/07/2019,VTRKL,COK,BLR,4215,6819,21000,17996,2400,23000,20396,957,22350,19439,0,0,52,33,17,2,1,3830,385,385,0,0,0,13781,2,2,0,0,1,D
9I0506,27/07/2019,VTRKL,AGX,COK,5524,1156,21000,15022,2000,21390,17022,720,22350,16302,0,0,14,11,3,0,0,1050,106,106,0,0,0,13866,2,3,0,0,0,D
9I0506,27/07/2019,VTRKL,COK,BLR,3992,6819,21000,17773,2400,23000,20173,960,22350,19213,0,0,47,30,16,1,0,3635,357,340,0,0,0,13781,2,2,0,0,0,D
